time,vibration,temperature,pressure,torque,current,rpm,anomaly_score,rul_prediction,failure_probability,health_index
16,0.2952262126321095,40.10647710556602,99.3950823700955,50.35446367782812,9.54814749695375,1501.8428969418007,0.1660538974744071,8255.086,0.0,0.8904680404709757
17,0.29153956888087135,40.338879175388215,99.07373431801702,52.20288819250355,9.866966654616997,1497.6865382415526,0.1666429284425605,8272.001,0.0,0.8894069393953475
18,0.3274960268532993,39.57731221768448,101.16330015932097,50.43177687268267,10.240450494289014,1498.0790747528351,0.16643182512475088,8272.796,0.0,0.890133601327735
19,0.306776368611717,40.566418065551524,99.44000176640516,49.847065565223616,10.042738024247438,1497.6618677941237,0.1659841998265028,8267.57,0.0,0.8913253078966272
20,0.3141808465493745,40.63256394934002,99.09116523864512,50.32131694513436,9.84402465518007,1504.4359305959115,0.16633565157685393,8258.768,0.0,0.8897377985670442
21,0.3279019251540012,39.79338602700386,99.83043618394836,49.78000250262063,10.068960680476346,1499.6676133656688,0.16739593232522243,8263.79,0.0,0.8865435413221073
22,0.3045133823555441,40.25950215370184,100.15036705022112,50.935892369278214,9.824888766439523,1499.7700285940443,0.16670314851261733,8265.026,0.0,0.8888588458645582
23,0.31983353902876815,40.23536521333982,97.529273704101,49.91772373208404,9.997581848552827,1502.3317353785094,0.16676605408750278,8273.685,0.0,0.8890916020505866
24,0.33443625043554676,39.478808975771386,100.6323339998072,49.11821411081844,10.019838702237738,1502.6878176425607,0.1666174061954294,8262.437,0.0,0.8890068397289729
25,0.32072365018021487,39.6771617743971,100.10694146855693,51.26851073469747,10.04725507437167,1505.6675844454448,0.16677837074163832,8262.463,0.0,0.8884847688669978
26,0.31659678085008314,41.285078386324535,100.79636675185165,49.796388029326984,9.799908471426296,1499.49849085023,0.16637696588770756,8255.188,0.0,0.8894226375716656
27,0.3630080339379091,39.81316729110742,99.90124695979438,50.18798809702861,9.768942123267923,1497.3853211264527,0.1661998343889446,8260.852,0.0,0.8902846954603654
28,0.3012792828187823,39.82990469943772,101.18883420953986,49.48468664151863,10.130654569432348,1500.8189383919482,0.16646893569313032,8244.389,0.0,0.8885780883913992
29,0.35896927321113825,39.38992812145264,99.70406027009066,50.32616997842164,9.799226637493453,1502.6153552403448,0.16614889065156135,8253.159,0.0,0.8900618268904352
30,0.31073122903928946,39.52388575893443,98.27038171759277,49.96873695179752,10.032166767552644,1499.1479034737265,0.1664860192715807,8242.855,0.0,0.8884450779435322
31,0.30123308523460424,39.56828083315999,98.20019298872198,50.90454243015673,10.2721817045124,1499.101833153459,0.1665838676417787,8243.533,0.0,0.8881610971888358
32,0.31002552525818045,40.697148893599945,100.28485544873352,48.1170589995421,9.77175003456235,1499.5961484371812,0.16641084349812285,8235.971,0.0,0.8883417792835175
33,0.36014593728013156,39.39199831661774,100.1168445215439,49.10323416919773,10.550670756264806,1496.882851828855,0.16737104754966656,8227.588,0.0,0.8847958832084819
34,0.3117055904049056,40.22558830820658,99.54845979353428,50.971693913328586,10.677648554871297,1500.8704778814754,0.16794177620148504,8225.72,0.0,0.8828455426341401
35,0.33287552533866394,39.93857926109825,99.53446224905036,50.66242632416086,9.855356474559075,1500.0275985514763,0.1675598359388195,8223.774,0.0,0.8839893186722083
36,0.3184273307351504,39.64365831034632,99.75666253048696,49.55612749467328,10.10694394184351,1498.4357730105803,0.1683311346256415,8233.182,0.0,0.8819562951375394
37,0.3405840642895507,40.413229731699545,100.33035110590072,49.6079499417724,9.853950054893364,1501.7903667247856,0.16799767926271206,8222.855,0.0,0.8825190905932543
38,0.32774670144359225,39.701435749754474,100.44421099169482,49.14278865927901,10.22457166781877,1499.6885613049772,0.16828804135570588,8222.785,0.0,0.8815713135323904
39,0.34593451168952366,40.222125489181956,101.3779718490413,48.47076784743998,10.151344998805667,1495.6738972770665,0.16808067754381895,8216.968,0.0,0.8819518203114971
40,0.30269157788220685,40.37338650251747,101.77770913306769,49.73934316784119,9.668805534800232,1499.3472494352025,0.168940242919507,8226.785,0.0,0.8796524743087233
41,0.3326549469308866,40.46374740499471,101.261879285498,50.029088993979656,10.274955150824496,1503.0809164236475,0.16802148153823135,8215.092,0.0,0.8820495488438372
42,0.3485050954774869,39.86046098664866,101.37654649222767,50.525778774766955,10.009847574399977,1494.3774228263253,0.1677406771554854,8206.451,0.0,0.8825262436300774
43,0.3151362452663208,39.49734892841805,99.65180864369466,50.47885903998422,10.001918886141203,1501.4183806016802,0.1674246903965663,8207.252,0.0,0.8835942748043248
44,0.34837283497961796,39.58275437100627,98.10521768035056,48.559008402513555,10.271114872999718,1497.1591319810584,0.16730990888833053,8203.937,0.0,0.8838000445670219
45,0.3054022574044184,40.20886885944615,101.1904716571236,49.49348164509207,10.225619300111894,1501.21364495959,0.16752569074465803,8206.411,0.0,0.8832233329321558
46,0.31506633238972725,39.76797546286419,102.8524006065142,50.356161862797855,9.492938715998259,1501.282936997977,0.16774573538034745,8213.287,0.0,0.8828550844593488
47,0.3523453365529041,40.68263798782133,98.5050499498097,50.72909383792514,9.951053818949852,1500.0304148369528,0.16855416857751374,8223.968,0.0,0.8807656461566864
48,0.339726293009022,41.4599662254786,99.44611725126148,50.20106623681537,9.951972551006806,1496.2184306328902,0.16798784865257507,8227.338,0.0,0.8827774670684433
49,0.3179521259733816,39.97190576876538,99.97298116113544,50.026344136907284,9.994008296774364,1499.1931244837876,0.16838817585746674,8217.714,0.0,0.8809895344629524
50,0.30226790142303495,39.94285649757631,102.48709357795671,49.4826162653263,10.007482966600385,1502.191933001165,0.1681288933897178,8197.548,0.0,0.8808141132153839
51,0.33273081369182894,39.45869302442723,101.93931959855523,49.43548360772159,10.204686602111225,1498.600187618094,0.16794653281188676,8177.468,0.0,0.8803928704559234
52,0.3240259209594363,40.950235589196666,101.66263100362978,51.14126233964235,9.836138752221148,1500.749678939168,0.16744345507997538,8168.07,0.0,0.8815541411698808
53,0.33696766515834276,40.258681995500474,100.06633353011199,49.46506464561178,10.287054038503125,1500.0643892522658,0.16769543045338953,8163.014,0.0,0.8804793943374362
54,0.3354692773388232,39.36326735233334,100.84464963323022,49.96471445522778,10.100539668201673,1500.167632029262,0.16708518566282907,8158.9863,0.0,0.8822603933184283
55,0.331427359897909,39.833807333436276,100.94809404791752,50.88053492152628,10.130153377978477,1498.5972298188651,0.16646021849981002,8155.5034,0.0,0.8841168054344928
56,0.3034939083872239,40.29564115357275,98.62088784155401,50.19714584022301,9.787809473003218,1498.0383916119617,0.16584027691218345,8157.766,0.0,0.8862470898611019
57,0.3095350916782201,40.51052601174401,100.0308863798275,51.5032077670173,10.009881163248444,1502.3895759051316,0.16638212489417303,8151.9736,0.0,0.8841924811014059
58,0.3282945253869217,40.456500517997696,102.55545638444954,50.39240778034371,9.866419462995406,1498.6581397541092,0.16660537733793715,8165.536,0.0,0.8841515210516812
59,0.313201304826581,40.38294268798206,99.61004966105034,49.051359079845504,9.774413453320383,1498.6201414493048,0.1664268711285984,8173.2383,0.0,0.8851210461977896
60,0.3365624240636904,39.57593132402939,100.78085748881955,49.31350343181614,9.539629137484702,1501.5226500893543,0.166525216038871,8194.93,0.0,0.8858968902550035
61,0.3426732951169429,39.63835078798501,100.81699513036523,50.49766674629873,9.860081805164643,1495.117356530137,0.16674652214954871,8208.903,0.0,0.8858830317185851
62,0.3560887071810714,40.89535453413778,101.1182937919997,49.88374973278554,9.99266400720658,1500.572050999951,0.16677187428251078,8213.248,0.0,0.8860200234342892
63,0.3586442403991241,39.24223590348552,101.33712764069486,51.825519399040715,9.757266775792244,1502.0067557585703,0.16653488387074208,8228.422,0.0,0.8875571503908259
64,0.36072435868330227,39.11856448576869,100.40976739279392,50.97961003918556,10.253935583234991,1500.5366165965374,0.16645894658548116,8236.691,0.0,0.888221770944742
65,0.36363504144228614,39.74658067588699,100.6271074402286,50.619595120827405,9.71048031171198,1497.2363223055142,0.16714586217369318,8233.147,0.0,0.8858089626383401
66,0.3142924281111991,40.27263114996717,98.46730358756784,48.85596746512776,10.00932521172568,1502.9303955622697,0.16677908995010834,8235.789,0.0,0.8871351266772838
67,0.32930826234679844,39.84612138751469,101.85201160376859,50.23038367640048,9.96445572908371,1501.9008532505381,0.16735847236139367,8248.238,0.0,0.8858798280351745
68,0.3299672387469874,40.37756342643715,98.79853725177385,49.72221014385173,9.65655803038205,1500.3250728733608,0.1674955073313278,8272.749,0.0,0.8866722213023616
69,0.32647465258041036,40.25570038194535,101.71366998831982,49.30498607191709,10.1675593466567,1499.8892478690373,0.16791443575182263,8290.673,0.0,0.886215239899645
70,0.3066501586725466,39.710741866125616,98.18159635857285,50.06528440273115,9.951786273178016,1496.4427086479259,0.1676483206649544,8291.294,0.0,0.8871120331178353
71,0.2971783477942595,39.75945054516476,101.1963252648539,49.87131191860895,9.921990596654597,1497.855346388547,0.1683309929988545,8295.844,0.0,0.8851218517392498
72,0.33281952582041824,40.02834243191086,99.1991077756223,48.98372459242613,9.993079092621734,1498.024295246414,0.16807296676227296,8299.151,0.0,0.8861279711360369
73,0.3405380268039293,38.97652571041571,97.47432885581983,49.42007884457513,9.77818183623017,1502.3154065843812,0.16785974150018565,8293.004,0.0,0.8865108793091123
74,0.29496443231332153,39.910170878485104,97.16587317424946,50.58775715372102,10.099222470091316,1509.7627921767867,0.168254421861704,8284.056,0.0,0.8847754333734501
75,0.33942850377979705,39.94290843770402,98.12876183554646,50.266045761057654,10.073841720728314,1494.2625400788813,0.16827417120911514,8271.835,0.0,0.8840939446268639
76,0.34423615501524774,39.1043220889264,100.63701819978112,49.93591298977655,10.13644484549983,1500.805853995256,0.16903024089164725,8261.303,0.0,0.881103274915995
77,0.327699326051143,39.120408753175354,100.28140646239355,49.83355375404376,10.010775479215576,1496.9968861460545,0.16753436155834958,8243.546,0.0,0.8850708348170091
78,0.3277368069715905,40.8548038010155,101.06948821354798,52.03835866505134,10.28070654417327,1497.955068605957,0.16862415525541394,8246.125,0.0,0.8816571927843329
79,0.34829914393201694,40.93456277330483,100.22886727429278,49.11298928046139,9.798760666806507,1501.4020902028428,0.1671862720716929,8229.882,0.0,0.8855126273474769
80,0.34981912577847146,40.22128343033347,100.40298766108397,49.36885183221375,10.12618678368897,1503.4492923253645,0.16722176584064827,8229.405,0.0,0.885373124627716
81,0.3416177106201804,40.65289645383484,100.88432973726981,50.15431099028271,10.24686775975906,1495.8338020741623,0.16777227293391864,8236.313,0.0,0.8839318522309856
82,0.35489732659881246,40.10489860115544,101.57258375644093,49.3335617083062,9.569848581765157,1499.1653048573319,0.16682227352945198,8223.275,0.0,0.8863625904263032
83,0.3170639411012994,40.38852003837079,98.68175273921392,49.496067653001305,9.921342764448287,1498.760242043279,0.16671553750539084,8222.172,0.0,0.8866539557299369
84,0.32644245179888587,39.529025529217954,100.86083634896038,50.88680579459352,9.990969223643981,1505.8415602048826,0.16732093257098976,8231.041,0.0,0.8851332556597178
85,0.3359378309535253,40.445401507121424,99.34100243851951,48.71059082051178,9.723234974524376,1502.6646689565107,0.1676068762736552,8256.645,0.0,0.8854966352482871
86,0.38277658223765826,39.53041672321997,98.87614874696682,50.049422913339896,10.032902618042105,1493.58008531514,0.16785118701088625,8265.69,0.0,0.8851590588042724
87,0.33415546050885264,39.75506294986486,99.09803439345957,50.0084200872032,9.982114923032537,1493.5070847577608,0.16789692017962893,8264.614,0.0,0.884956009149266
88,0.34346206110315686,40.449589986430965,100.82193548279788,49.91209955394514,9.857609343047091,1507.4690553921102,0.16821767194251444,8264.665,0.0,0.883915487375457
89,0.364555799366596,40.094872777676784,99.00296626208129,49.95315281768301,10.256605230611788,1499.8094004423365,0.16795529472581594,8254.906,0.0,0.8842758131289155
90,0.31819863375656365,40.841677700369665,101.10687398940388,50.00412510636507,10.334427377074844,1498.5765795493596,0.16835696331923386,8257.381,0.0,0.8830946150729608
91,0.3531231215627975,39.130357668980416,100.22305654536746,49.55119560129028,10.104693902869508,1497.6172624680141,0.1680081817439188,8255.697,0.0,0.8841437645652884
92,0.330382820973265,39.56485950192981,103.22110486641483,50.21982960922522,9.734430237289045,1507.6481540104821,0.16784529086543154,8250.362,0.0,0.8844040277912162
93,0.33747737591917754,39.9305670498765,99.36550480405471,50.02654165424778,10.203649533073218,1497.0595982901957,0.16699569256146624,8244.241,0.0,0.8868576435490019
94,0.3299449908949918,39.77589432075642,99.49429052679204,49.42238725429334,10.132367481530686,1501.5030868511558,0.16709223953838218,8240.146,0.0,0.8863368536210343
95,0.3205695621546508,40.29322027699474,99.72111786326718,51.01609676078812,9.952540741332069,1502.4639906475854,0.1674150503576542,8236.997,0.0,0.8851280477949247
96,0.3871247952044429,40.59610716419749,101.37514175242231,51.39396149431884,9.847694125428067,1503.743581415917,0.1672335395249485,8238.532,0.0,0.8857958498238354
97,0.3454479579285421,40.94057357064978,99.41893243992813,50.99933506763194,9.960530054381877,1494.750069408983,0.1663631603696701,8241.8,0.0,0.888791257535725
98,0.33273292687881484,40.49294253031321,99.97810409192415,49.83501607713306,10.027659607806413,1502.4864367381392,0.16660822196935665,8221.85,0.0,0.886986663827577
99,0.33102879595303164,39.96522457346311,100.35020794608833,50.72926309691908,10.026495004278262,1502.7323031535564,0.1666453263460698,8213.543,0.0,0.8864464467427471
100,0.34857469085059894,40.84570662547952,100.23214297478853,51.51115061585241,10.215822738312745,1503.409455930875,0.1661251148118658,8211.837,0.0,0.8880519380666069
101,0.3508853485010625,40.09053668317163,97.8473924506783,50.9383095832933,9.784795592669893,1498.508719499101,0.16637969900209118,8208.792,0.0,0.887070244116332
102,0.34684319539762204,38.864512541747,100.6456992362383,49.921016626580936,9.953197851175682,1503.6401112318676,0.16656840246199103,8203.664,0.0,0.8861975859901516
103,0.3771300442005516,39.86058398724653,98.89385976953045,49.95182269331327,9.782686255380474,1502.0070693934674,0.16661210170201493,8228.183,0.0,0.8872939156231494
104,0.37249969212951717,40.34344505932014,100.4132636998373,49.92761134903347,10.38986285341969,1502.064067985582,0.16674143753597767,8247.438,0.0,0.8878459858875933
105,0.34677104239566636,39.602553457221894,102.2621728895513,49.642257152236034,10.078617040472736,1493.4071132299277,0.1669649463332559,8258.977,0.0,0.8877019106295925
106,0.362643043739114,39.35517630798128,98.03004355572078,49.71172113295733,10.17423937285162,1493.9850060837541,0.1657282667365437,8244.47,0.0,0.890990728229387
107,0.34186105018404395,40.22247738113884,99.98114857500782,51.271118725748515,10.06444867970247,1500.7976356799502,0.16596138417934928,8234.683,0.0,0.889738320814278
108,0.349151728389283,39.733498665893265,98.90373730038095,49.757749208429075,10.147066951639669,1501.7900658024435,0.16573724223189992,8223.584,0.0,0.8899066279457434
109,0.3389533211283301,40.20260537067632,100.8384699455008,51.34101463050492,10.16805919157307,1496.8134081446112,0.16616703399351324,8216.337,0.0,0.8881429528926306
110,0.3268885350766867,40.85783494112895,97.96614962549295,49.96314293292709,10.01097596531411,1500.4323532536432,0.1655470678924988,8210.765,0.0,0.8898775421931939
111,0.35381093216016635,40.22116897901353,99.10191130039068,49.741144839127834,9.497558326190946,1496.4476188162705,0.16569300553779698,8196.3125,0.0,0.8886729884272808
112,0.3437115974830999,39.3470827138888,100.34489271694974,49.57176134123967,9.933563992487452,1499.364282562196,0.16640478235535347,8194.927,0.0,0.8862883506051513
113,0.3766404168370809,40.353396569023595,99.68338111531116,50.77609486926404,10.12682449985158,1499.3452177368024,0.16628191727826835,8192.674,0.0,0.8865741111686365
114,0.2935619228711858,40.29217972642791,97.69979522279645,49.57348663685117,9.823428955860724,1496.2609618684025,0.16553051834947752,8187.954,0.0,0.8887792019880033
115,0.3072214684128332,40.98128181912864,101.9151731735006,51.5186035455189,10.001389472468876,1503.2695009191577,0.1667548047961711,8183.7935,0.0,0.884587770084118
116,0.34172812803064523,39.7561155761818,100.96380350588765,51.45782875178661,10.493149109140639,1493.7237244885705,0.16672748361516723,8192.72,0.0,0.8851274953650872
117,0.3365277042680924,40.020739092224375,98.88564531306679,50.35192411050858,9.806229889909943,1502.9131103616676,0.16676141486659782,8226.935,0.0,0.8867453609567644
118,0.33758064080635486,40.26579537685559,101.43900535034355,50.25271865849853,9.826431133702465,1494.1962948309877,0.16635834724392537,8232.143,0.0,0.8883191645658528
119,0.3590697121780889,40.264441211702376,99.61587312536095,50.33432823822303,9.966616744591727,1493.8692497599438,0.16624925426237694,8243.166,0.0,0.889230721608574
120,0.34125226977354,39.638890180983225,101.28190500570358,50.741919532201784,9.822411961249886,1505.8384046246595,0.16640270205684374,8252.908,0.0,0.8892237599615961
121,0.36396398594845386,40.17216194982561,99.90013846006075,50.51478682077304,10.157475661965645,1496.6536828085802,0.16582229768797038,8268.666,0.0,0.891907111739023
122,0.3634209811513645,39.29465934791421,98.07259475154054,49.77142491119338,10.238309489548625,1499.6509526879418,0.1659170162511436,8273.019,0.0,0.891818947492518
123,0.3514106456770755,40.51254725221225,100.20826254217353,48.63520403550879,9.974012287446211,1500.8587542272517,0.16645936189814264,8281.927,0.0,0.8905052452346777
124,0.38479753950251905,40.49197793978943,97.88079872857648,51.666387363235074,9.94177759781957,1503.8612648707085,0.16632541553706062,8290.189,0.0,0.8913582078974341
125,0.3598490318672949,39.72681239710441,97.9762266741583,49.05507640385624,9.77157334482833,1499.2415466350892,0.16702883291438078,8291.277,0.0,0.8891256855347525
126,0.3652285876329111,39.631959959535266,99.69475742042032,49.55739530696247,10.288443631678277,1501.528488267463,0.1675535750019511,8299.181,0.0,0.8878184750637612
127,0.32982277123731124,41.40360471616093,96.58043309963763,49.72352662993522,10.18219595451246,1506.4493427868408,0.16747757745581968,8314.38,0.0,0.8888333496592025
128,0.33210087902233054,39.41755335923811,102.2640879618291,50.40379166218543,9.653595530210293,1506.1655416276678,0.1678093591836266,8321.124,0.0,0.8880950370080758
129,0.34077658453668624,40.60711611188638,100.67278675087509,49.914050327768706,9.771152432237985,1502.4300805625862,0.1680613671714288,8318.706,0.0,0.8871534303000628
130,0.3719922417406222,40.05753325949246,102.275657581826,50.76397792415145,9.874710479871851,1498.3632501265308,0.16778542703769722,8309.334,0.0,0.8875773521200878
131,0.3661495718040102,40.51613247298947,100.65576658307744,49.54578825552645,10.356003354028006,1494.2434670014516,0.16690832857885293,8296.733,0.0,0.8897931663300578
132,0.35959725693306716,40.316972390176794,103.4869105206928,50.277551112634754,9.63435767239133,1499.7376115064405,0.16782534407124172,8283.037,0.0,0.8861193157266203
133,0.36171908598720304,40.53188080851425,101.7525211921036,50.67600280400144,10.319499929331082,1499.5311326167136,0.16664796200856663,8279.179,0.0,0.8897531457599154
134,0.3476751962796947,40.117414664451644,101.1729877045731,50.115300475257214,9.997500541382259,1501.5351641677737,0.165897833341815,8265.909,0.0,0.8915222403512748
135,0.32068238729667287,39.298776025021404,102.40449971433029,51.452586783243326,9.639326945980232,1495.2129044182673,0.16588799924205241,8266.45,0.0,0.8915815486608527
136,0.35032599754586663,40.35075285018774,100.03430778042194,48.21496286335382,10.323320698933847,1500.2727427790528,0.16555894602634597,8255.194,0.0,0.8920830602821788
137,0.3578198150385485,39.40010765319112,101.425157493281,50.19819454740988,9.586702181052294,1498.1269652121546,0.1655947537722923,8256.599,0.0,0.8920375463421483
138,0.3605704142419516,40.84241525040271,97.61818369748148,50.508400720704344,10.152794411890248,1508.2108056936538,0.1654934180637488,8242.3545,0.0,0.8916476227989031
139,0.3610503525059201,39.81955565826567,102.15078079172378,49.51703765920644,10.23725303156164,1502.9864290703356,0.1654451529084887,8247.702,0.0,0.8920746750532149
140,0.3490716270475573,40.326181477591156,98.6522483382007,49.90282477273088,9.546929895767708,1497.0287344729402,0.1655525526952538,8248.235,0.0,0.8917523622114301
141,0.35897757811201536,40.276109996589526,99.29437536965528,49.88587600137069,9.984964577913313,1494.0368042977534,0.1659092628059022,8256.743,0.0,0.891022123518602
142,0.40529462630096563,39.90023857499411,100.42673085778765,49.897871934958964,10.05835271697902,1499.7533244196977,0.16616353542785722,8253.305,0.0,0.8900215646104002
143,0.321829841579865,40.219842302673975,100.6943896367632,50.253080766196724,9.85164189890628,1496.9109608410379,0.16588803359199175,8248.987,0.0,0.8906993776223285
144,0.3335081968971696,40.58159757973592,98.33929384547983,51.56317871048945,10.09111389564035,1501.1172675118114,0.1653347130172555,8256.832,0.0,0.8928949764687126
145,0.33409349280240713,39.77752238590965,100.46027510779976,49.67595065176136,10.168616438605742,1496.858430523242,0.16540548142193653,8259.422,0.0,0.8927956465760589
146,0.39930603748349414,39.40657631092829,103.22389284940856,49.8467156574688,9.717259101368432,1506.0158421067665,0.16471589468920306,8256.43,0.0,0.8948869910691856
147,0.35090993007489407,40.162259480879385,101.9015719965711,50.33456430365385,9.966309256127424,1497.324883250395,0.16451554893236245,8254.308,0.0,0.8954312979272598
148,0.35811872035268555,40.7629893883408,99.94027372048141,49.02160414426293,10.204800510647818,1501.3067558954567,0.16391057740419127,8244.241,0.0,0.8968901517809382
149,0.34830455297142215,40.79021613372924,98.50823681066394,48.34012007871044,10.178466307438422,1499.8932387189286,0.16399323324926193,8237.372,0.0,0.896274404004944
150,0.3612455371762277,40.38395733399503,102.90714230076598,47.98886339669772,9.941902982278116,1498.8355051166038,0.1642179469199525,8222.934,0.0,0.8948143931696073
151,0.3413326154539204,39.84538622142624,99.7497908788745,49.650903729283584,9.973328842795881,1497.978607601295,0.16434144635594838,8220.389,0.0,0.8942842172441481
152,0.34306598025059115,40.32052797620925,100.79989392585598,50.27179812850391,9.847806404152806,1501.0788522513806,0.16399919238366592,8214.543,0.0,0.8951019139949695
153,0.3861315918131456,39.427859529764525,101.09012957715154,48.69247052789396,9.752705557602372,1497.0947616287147,0.16425670623196154,8220.627,0.0,0.89457182440279
154,0.3415491620049629,39.85247253400689,97.62797320624587,49.78411261535732,9.979619908196035,1498.9113724669123,0.16406799550633214,8217.135,0.0,0.8950090942263644
155,0.3519957393681562,39.72963275168931,98.94572278461438,49.06808152543113,10.132202970782771,1499.4841670237379,0.164279167217773,8221.628,0.0,0.8945493579021175
156,0.3770189334782437,40.53414835714297,100.0156939692457,49.12752354290494,10.023185531731741,1497.8645369290211,0.1637853750021741,8212.642,0.0,0.895701205197309
157,0.35881141359713675,40.44659567074784,99.58876939790616,51.38622269940378,10.31156578568158,1503.277773696194,0.1637589165481562,8198.989,0.0,0.8950976496970378
158,0.3552842736395733,40.43803146188301,100.79100927905401,49.25284330653072,10.335313114043624,1501.7950041029699,0.16368369639962932,8190.857,0.0,0.8949315230334252
159,0.3289645899317803,39.493637993014765,99.83115774886537,50.99392100888625,10.059507264790687,1503.8000390116538,0.16409326922442666,8187.146,0.0,0.8934121736025242
160,0.34397068534880837,39.62815384287354,98.93065597445408,49.532615013185136,10.195015661661431,1501.0826378545971,0.16310982012001476,8183.63,0.0,0.8964326667993712
161,0.3379693016634502,40.271879136072045,98.90551978588681,50.80648918548813,9.736229358796846,1501.1724807266307,0.1633120969595161,8177.0747,0.0,0.8954437774843085
162,0.3110300902989073,39.388030294083975,101.86455886240938,50.802846527129226,9.752313392347082,1498.9799211668944,0.16359892669473444,8186.063,0.0,0.8949650423787907
163,0.35190850337344337,39.76189581888124,103.47129989114237,49.824211509968755,9.892406384387394,1501.2216801221239,0.16385328515609557,8199.088,0.0,0.8947957785303889
164,0.35706445681669113,40.531431528890145,101.95224053759551,49.86218520051451,9.951551234356987,1503.781943555651,0.1637580708799761,8199.645,0.0,0.8951335399139873
165,0.37891190314292517,39.930079035159395,100.3683700072361,50.44899121083056,9.979508471154434,1499.909301912534,0.16405310167942105,8212.358,0.0,0.8948162777697928
166,0.3731840673482648,39.6032110888947,100.26154637183562,50.67874580900936,10.148577040332045,1499.7737012652103,0.16362170320525327,8211.036,0.0,0.8961523883773361
167,0.3443406734892238,39.7456646588748,100.14943585839092,51.9852932047629,10.25593276635434,1502.3299002564386,0.1636286209971816,8194.972,0.0,0.8953184347258963
168,0.36220743667026933,39.73442504487472,102.79411275983163,50.22233036306083,10.051537457877304,1499.82904588553,0.163369835576518,8194.677,0.0,0.8961450797406987
169,0.32504282815188495,40.50321323849722,99.19012216386506,50.673842724284185,10.001298853326462,1498.402750175,0.16338453454864327,8194.026,0.0,0.8960644378879541
170,0.3264351015713977,39.70036412335365,100.84261565875042,49.62751355341341,10.032063709600608,1502.4284837596163,0.16309667740623382,8194.957,0.0,0.8970475506703088
171,0.3202851651364049,39.9363654388763,100.15487483764733,50.201602646297445,10.14591269504855,1498.6496897892764,0.16293310465002192,8187.797,0.0,0.8972177931115376
172,0.3422390699592755,40.334593181185596,101.79067012765387,49.65872880468967,9.873608882590528,1500.015244176142,0.16270967058088334,8187.895,0.0,0.8979493569603698
173,0.328302461779263,39.95146171828953,99.38321588143583,49.158099890924504,9.989707429947224,1501.3753380483313,0.16305470582281073,8184.3096,0.0,0.8966462256553622
174,0.34860521050982357,40.11097251448079,99.13043351195553,49.816623018984146,9.670193500686242,1501.5802252553003,0.16274130745957624,8193.848,0.0,0.8981471523969307
175,0.3508830885045194,40.45362572077183,99.05611478658766,49.82808655845397,10.065289405060007,1500.5194121820036,0.16279534945837662,8187.2705,0.0,0.8976391765412652
